date,PowerConsumed
2019-01-01,5.690268969999894
2019-01-02,2.7325344299999763
2019-01-03,2.870363020000014
2019-01-04,2.970736060000026
2019-01-05,2.795376339999998
2019-01-06,3.4866008999999827
2019-01-07,4.555997189999985
2019-01-08,3.005536670000026
2019-01-09,2.954087920000022
2019-01-10,2.828496440000018
2019-01-11,2.824239020000007
2019-01-12,2.818810249999987
2019-01-13,5.644844329999996
2019-01-14,1.6684768400000058
2019-01-15,3.1617169999999635
2019-01-16,5.547521759999988
2019-01-17,2.699832939999997
2019-01-18,3.1547093400000197
2019-01-19,3.1616167000000024
2019-01-20,3.3399667500000136
2019-01-21,5.53031183999995
2019-01-22,2.686218169999999
2019-01-23,2.1614612200000174
2019-01-24,2.562093330000002
2019-01-25,2.2549995900000006
2019-01-26,2.8320123700000135
2019-01-27,3.2855840899999778
2019-01-28,3.516715029999959
2019-01-29,3.1192729699999813
2019-01-30,2.484808540000015
2019-01-31,5.20716599
2019-02-01,3.6164717100000194
2019-02-02,2.031780160000008
2019-02-03,2.5703085399999956
2019-02-04,2.7058293899999994
2019-02-05,3.572798840000043
2019-02-06,5.2625231899999685
2019-02-07,3.0812008000000155
2019-02-08,2.432575740000003
2019-02-09,2.9017949199999875
2019-02-10,4.35644641999998
2019-02-11,2.4546503499999974
2019-02-12,2.943764420000002
2019-02-13,3.1278116299999987
2019-02-14,2.6481736000000153
2019-02-15,2.377715620000012
2019-02-16,1.781383460000024
2019-02-17,2.7324535700000165
2019-02-18,3.327754800000026
2019-02-19,4.4988210500000125
2019-02-20,2.476615019999993
2019-02-21,2.1065272100000043
2019-02-22,1.959051379999997
2019-02-23,7.244626349999973
2019-02-24,2.9496418700000215
2019-02-25,5.760750049999943
2019-02-26,3.411542860000005
2019-02-27,2.4162142500000137
2019-02-28,3.181103040000016
2019-03-01,5.080520370000003
2019-03-02,3.1877987700000108
2019-03-03,2.9096750100000115
2019-03-04,3.108086459999996
2019-03-05,3.5135119300000293
2019-03-06,2.0214398000000005
2019-03-07,4.879711719999988
2019-03-08,2.322782890000012
2019-03-09,2.665575939999998
2019-03-10,3.323850109999997
2019-03-11,5.636449829999992
2019-03-12,3.0336884700000293
2019-03-13,2.7549147200000204
2019-03-14,2.111531440000008
2019-03-15,2.662794320000021
2019-03-16,2.7652513100000107
2019-03-17,5.412114569999967
2019-03-18,2.3464784899999973
2019-03-19,2.957697180000033
2019-03-20,3.1701869099999906
2019-03-21,3.4786799600000284
2019-03-22,2.636866370000005
2019-03-23,2.8508965899999827
2019-03-24,2.777979819999989
2019-03-25,2.6462457100000023
2019-03-26,4.5718755000000035
2019-03-27,4.554864030000044
2019-03-28,3.2665438300000478
2019-03-29,2.870196000000037
2019-03-30,2.031108590000013
2019-03-31,3.9280306300000016
2019-04-01,2.7255820300000124
2019-04-02,3.0430962700000412
2019-04-03,3.280868779999993
2019-04-04,3.8269703199999783
2019-04-05,2.4653734500000213
2019-04-06,2.293241080000008
2019-04-07,2.598360660000013
2019-04-08,2.1709190000000054
2019-04-09,4.843434590000013
2019-04-10,2.8262940900000024
2019-04-11,2.299960200000012
2019-04-12,2.4603520700000128
2019-04-13,2.19375717
2019-04-14,5.022895009999972
2019-04-15,2.6786199300000066
2019-04-16,2.4971576100000243
2019-04-17,2.805306500000012
2019-04-18,2.3284244300000183
2019-04-19,2.382960650000025
2019-04-20,4.551025380000008
2019-04-21,1.5009282100000152
2019-04-22,2.6576985200000065
2019-04-23,2.1130365400000053
2019-04-24,4.737509019999981
2019-04-25,2.3470431900000177
2019-04-26,2.216685619999999
2019-04-27,2.0685855400000017
