date,PowerConsumed
2019-01-01,2.6159477300000065
2019-01-02,2.527923640000007
2019-01-03,2.6493159999999984
2019-01-04,3.483734139999959
2019-01-05,2.9928282700000177
2019-01-06,2.9482086500000015
2019-01-07,2.7896865300000098
2019-01-08,3.3111614300000336
2019-01-09,4.091785210000015
2019-01-10,2.6004024200000053
2019-01-11,7.959522620000012
2019-01-12,4.890037970000044
2019-01-13,3.197036050000019
2019-01-14,2.164227989999995
2019-01-15,3.0374645000000213
2019-01-16,1.7461145399999958
2019-01-17,2.554178590000002
2019-01-18,6.722048370000014
2019-01-19,2.7246814300000057
2019-01-20,5.133817800000028
2019-01-21,2.212678139999999
2019-01-22,2.8054268400000084
2019-01-23,4.483658169999988
2019-01-24,3.2101022599999784
2019-01-25,2.4595366000000043
2019-01-26,4.253301089999997
2019-01-27,2.5411266299999977
2019-01-28,2.3391891999999976
2019-01-29,2.962088280000002
2019-01-30,3.844632520000017
2019-01-31,2.431740570000012
2019-02-01,2.3963567699999997
2019-02-02,4.733777810000003
2019-02-03,1.9206733099999997
2019-02-04,2.4454056699999973
2019-02-05,2.985268539999993
2019-02-06,3.5526150700000363
2019-02-07,3.9947398999999946
2019-02-08,1.9053913599999985
2019-02-09,3.2965709100000344
2019-02-10,2.6805710499999957
2019-02-11,2.59923764
2019-02-12,1.9220859299999984
2019-02-13,6.223366480000001
2019-02-14,1.696704800000007
2019-02-15,2.921454060000015
2019-02-16,2.115635850000007
2019-02-17,5.974202270000009
2019-02-18,2.5043707299999936
2019-02-19,2.838044720000021
2019-02-20,4.738731860000024
2019-02-21,2.097271210000001
2019-02-22,1.7452709399999955
2019-02-23,4.147262780000009
2019-02-24,2.3096218799999977
2019-02-25,2.2497801299999924
2019-02-26,2.63680439
2019-02-27,1.6484763100000033
2019-02-28,1.8599721199999997
2019-03-01,2.0264312499999937
2019-03-02,6.598082269999896
2019-03-03,4.569114630000005
2019-03-04,1.961535489999996
2019-03-05,2.054635319999999
2019-03-06,3.924947170000012
2019-03-07,3.813301060000023
2019-03-08,2.560519910000007
2019-03-09,3.068187610000004
2019-03-10,4.14982201
2019-03-11,2.61282183000001
2019-03-12,1.9127346399999927
2019-03-13,2.303489579999994
2019-03-14,7.074481609999928
2019-03-15,2.8566487700000325
2019-03-16,2.338448820000004
2019-03-17,1.6995382800000027
2019-03-18,4.516081380000012
2019-03-19,1.9846036199999966
2019-03-20,4.888949929999983
2019-03-21,1.9334419600000006
2019-03-22,1.8275521199999987
2019-03-23,4.304642459999988
2019-03-24,1.886985839999999
2019-03-25,1.185618319999999
2019-03-26,2.5589702799999974
2019-03-27,3.2532147200000123
2019-03-28,5.541911429999951
2019-03-29,1.9871356800000117
2019-03-30,2.4804733700000017
2019-03-31,4.3011534799999644
2019-04-01,1.9013507099999956
2019-04-02,2.62768847000001
2019-04-03,4.247003930000017
2019-04-04,2.8351531400000223
2019-04-05,3.104430120000032
2019-04-06,1.8883610200000076
2019-04-07,2.444624870000005
2019-04-08,2.0454555499999985
2019-04-09,2.3029513800000045
2019-04-10,6.165083609999987
2019-04-11,3.8792862999999844
2019-04-12,2.0463598600000066
2019-04-13,2.4914149800000023
2019-04-14,2.3558458500000032
2019-04-15,2.6386501600000183
2019-04-16,4.196957659999999
2019-04-17,2.4574614199999996
2019-04-18,1.5093724400000053
2019-04-19,3.706329990000017
2019-04-20,4.230540680000018
2019-04-21,2.0201805299999958
2019-04-22,2.3524696600000046
2019-04-23,1.3049276699999965
2019-04-24,4.084215839999988
2019-04-25,1.435674299999998
2019-04-26,3.4833329900000014
2019-04-27,0.92352983
2019-04-28,3.9520477800000045
2019-04-29,1.9920065600000072
2019-04-30,0.8716843199999988
2019-05-01,2.0193649299999965
2019-05-02,1.4653762899999947
2019-05-03,3.5198917300000083
2019-05-04,1.8231198100000088
2019-05-05,0.8673022199999986
2019-05-06,1.7233531100000048
2019-05-07,3.628916410000033
2019-05-08,3.8210109500000096
2019-05-09,2.3397783699999968
2019-05-10,3.4372906900000157
2019-05-11,1.0147389999999976
2019-05-12,3.75128008000004
2019-05-13,1.648582069999999
2019-05-14,1.7414650100000066
2019-05-15,3.914325140000018
2019-05-16,1.8120756000000073
2019-05-17,1.6101375700000071
2019-05-18,2.0984759200000123
2019-05-19,3.0205213600000196
2019-05-20,3.040849980000021
2019-05-21,1.421858979999997
2019-05-22,1.5013478099999995
2019-05-23,1.9468801700000014
2019-05-24,3.1542040700000133
2019-05-25,1.0498284799999988
2019-05-26,1.198338299999992
2019-05-27,1.81901854000001
