date,PowerConsumed
2019-01-01,4.107491519999981
2019-01-02,2.6994700399999987
2019-01-03,3.5647507899999846
2019-01-04,3.7859382299999704
2019-01-05,3.2338016799999973
2019-01-06,2.8553686999999974
2019-01-07,3.1676295799999807
2019-01-08,3.2981750699999823
2019-01-09,2.291817130000009
2019-01-10,3.485375730000029
2019-01-11,4.068579559999984
2019-01-12,3.283706619999961
2019-01-13,3.0829465800000118
2019-01-14,2.8705043799999945
2019-01-15,3.5015400599999937
2019-01-16,4.348731289999962
2019-01-17,3.191573009999995
2019-01-18,2.9437001899999857
2019-01-19,2.7255391299999916
2019-01-20,3.5271468999999835
2019-01-21,2.615955509999996
2019-01-22,3.6785097899999695
2019-01-23,3.7398405199999765
2019-01-24,3.996049189999975
2019-01-25,4.0742081999999815
2019-01-26,2.5937507699999953
2019-01-27,3.497958479999985
2019-01-28,4.003540270000019
2019-01-29,4.0421686199999645
2019-01-30,3.2172057999999732
2019-01-31,3.9280814099999963
2019-02-01,2.76730112000002
2019-02-02,3.26274320999997
2019-02-03,3.4895832099999917
2019-02-04,2.7965025299999957
2019-02-05,2.105736659999999
2019-02-06,4.299720859999975
2019-02-07,2.0533515699999993
2019-02-08,2.6168104000000016
2019-02-09,3.939267349999957
2019-02-10,2.858033979999981
2019-02-11,3.256406630000013
2019-02-12,3.4146096499999867
2019-02-13,3.390978609999995
2019-02-14,3.0206918099999935
2019-02-15,3.580254739999974
2019-02-16,3.356685559999996
2019-02-17,2.3817565700000127
2019-02-18,2.2567385700000084
2019-02-19,2.9413406699999842
2019-02-20,3.491714770000003
2019-02-21,3.6799577499999976
2019-02-22,2.7617934199999854
2019-02-23,2.9705809599999755
2019-02-24,3.74654622999996
2019-02-25,2.9066725099999844
2019-02-26,4.384609759999994
2019-02-27,2.4451783100000046
2019-02-28,2.8507205199999857
2019-03-01,2.461414079999998
2019-03-02,2.844109069999996
2019-03-03,2.583847620000009
2019-03-04,3.0328227999999853
2019-03-05,3.446587949999968
2019-03-06,3.8400717899999854
2019-03-07,3.1629290200000235
2019-03-08,3.515323649999981
2019-03-09,1.9026058800000023
