date,PowerConsumed
2019-01-01,3.4074097999999724
2019-01-02,3.366825419999998
2019-01-03,2.700373269999988
2019-01-04,2.4125682599999974
2019-01-05,3.24761727999997
2019-01-06,4.277430889999958
2019-01-07,3.2615799800000222
2019-01-08,3.471072019999966
2019-01-09,3.2928564399999964
2019-01-10,2.7692069800000088
2019-01-11,3.2918622299999942
2019-01-12,2.8178123200000016
2019-01-13,3.738515809999947
2019-01-14,3.8367718199999827
2019-01-15,3.2587964699999974
2019-01-16,3.869799469999963
2019-01-17,3.3761994299999674
2019-01-18,3.252618300000006
2019-01-19,2.8910654499999753
2019-01-20,4.026168209999978
2019-01-21,3.604145789999976
2019-01-22,2.965768029999976
2019-01-23,4.225813849999984
2019-01-24,3.384364379999965
2019-01-25,3.3163414699999665
2019-01-26,3.556537489999983
2019-01-27,2.779983189999986
2019-01-28,2.4306100299999893
2019-01-29,3.1089746799999656
2019-01-30,2.970554259999994
2019-01-31,3.1073812299999948
2019-02-01,5.2201196599999635
2019-02-02,3.808020950000022
2019-02-03,3.554328779999976
2019-02-04,2.95973041999997
2019-02-05,3.2837357199999486
2019-02-06,2.945256789999969
2019-02-07,3.688538850000004
2019-02-08,3.144825259999953
2019-02-09,3.011900950000016
2019-02-10,3.1908313899999876
2019-02-11,2.935119719999983
2019-02-12,2.952008149999991
2019-02-13,3.9818086799999692
2019-02-14,3.0798442400000003
2019-02-15,3.583220929999966
2019-02-16,3.5442855700000115
2019-02-17,2.852208319999973
2019-02-18,3.5774640699999893
2019-02-19,2.3445812399999917
2019-02-20,2.6320113499999938
2019-02-21,2.8560519399999897
2019-02-22,2.3079785600000076
2019-02-23,3.4957570299999947
2019-02-24,3.1865459299999612
2019-02-25,3.698000189999992
2019-02-26,2.9206905700000148
2019-02-27,3.2481400900000135
2019-02-28,2.6785381400000112
2019-03-01,3.5773424499999464
2019-03-02,3.062575780000003
2019-03-03,3.3892594999999948
2019-03-04,2.9941539399999972
2019-03-05,3.1134549299999823
2019-03-06,4.594868280000006
2019-03-07,2.3084174599999967
2019-03-08,2.66107309
2019-03-09,2.974887979999983
2019-03-10,3.0869107699999985
2019-03-11,2.618684659999999
2019-03-12,2.2921128100000003
2019-03-13,3.0580590399999936
2019-03-14,2.8610628799999827
2019-03-15,2.997147189999962
2019-03-16,2.860170889999978
2019-03-17,5.898451630000004
