date,PowerConsumed
2019-01-01,4.27500470000003
2019-01-02,4.257253119999999
2019-01-03,4.689016930000028
2019-01-04,7.313377969999997
2019-01-05,4.096238080000006
2019-01-06,4.23909795
2019-01-07,6.192800999999996
2019-01-08,8.207747769999935
2019-01-09,4.230597740000028
2019-01-10,8.250616399999986
2019-01-11,5.055413450000011
2019-01-12,3.8809668800000363
2019-01-13,4.425052810000028
2019-01-14,4.892685600000002
2019-01-15,7.21095436999992
2019-01-16,5.313322559999971
2019-01-17,5.843220870000018
2019-01-18,6.831779469999961
2019-01-19,4.364642570000043
2019-01-20,4.770243120000043
2019-01-21,4.266665140000022
2019-01-22,7.238099139999991
2019-01-23,4.739452440000007
2019-01-24,7.443810110000039
2019-01-25,3.7623982700000056
2019-01-26,4.159775180000016
2019-01-27,4.153374140000027
2019-01-28,4.986226949999967
2019-01-29,10.672417539999978
2019-01-30,4.789091319999986
2019-01-31,4.898932810000014
2019-02-01,7.729270309999952
2019-02-02,4.725895589999996
2019-02-03,3.536827210000024
2019-02-04,4.580776590000003
2019-02-05,5.004061330000018
2019-02-06,7.642790909999978
2019-02-07,4.353132759999999
2019-02-08,7.206563100000032
2019-02-09,4.121197960000023
2019-02-10,4.918647260000029
2019-02-11,3.43124738000001
2019-02-12,6.653898289999998
2019-02-13,5.0702758200000355
2019-02-14,4.877851280000007
2019-02-15,7.766691079999992
2019-02-16,4.3844207400000075
2019-02-17,4.993617689999995
2019-02-18,6.87223781999994
2019-02-19,3.680112580000002
2019-02-20,4.174629520000007
2019-02-21,5.068545950000023
2019-02-22,8.072618809999952
2019-02-23,3.8420310500000316
2019-02-24,4.370379580000021
2019-02-25,7.146108189999969
2019-02-26,3.9342150899999893
2019-02-27,4.024737070000022
2019-02-28,4.203762950000004
2019-03-01,3.783876270000004
2019-03-02,4.159514410000016
2019-03-03,3.6132246999999715
2019-03-04,10.936958879999972
2019-03-05,3.717194480000009
2019-03-06,5.293519539999997
2019-03-07,6.598704099999922
2019-03-08,3.7933284099999884
2019-03-09,4.2895260300000135
2019-03-10,4.868511649999983
2019-03-11,7.479546449999958
2019-03-12,4.637337800000021
2019-03-13,3.8678028600000465
2019-03-14,4.406554749999997
2019-03-15,3.7266589700000163
2019-03-16,10.406862440000008
2019-03-17,4.035830690000015
2019-03-18,4.229120950000014
2019-03-19,7.3526221800000044
2019-03-20,3.8594487699999944
2019-03-21,4.324565940000008
2019-03-22,3.556736190000005
2019-03-23,4.520443369999998
2019-03-24,6.1657771499999345
2019-03-25,3.6135914400000058
2019-03-26,3.8836920999999927
2019-03-27,7.6534582499999315
2019-03-28,3.8333420300000216
2019-03-29,4.466371799999958
2019-03-30,3.155495960000027
2019-03-31,3.96738236999997
2019-04-01,11.317465739999953
2019-04-02,4.062193189999989
2019-04-03,4.315815580000031
2019-04-04,4.87196482000004
2019-04-05,4.145106989999999
2019-04-06,6.612098140000008
2019-04-07,3.689933140000018
2019-04-08,4.20769550000002
2019-04-09,8.438374059999983
2019-04-10,3.5898597800000247
2019-04-11,5.264737459999981
2019-04-12,6.702365369999966
2019-04-13,4.188313989999997
