date,PowerConsumed,Produced
2019-01-01,4.118454459999992,0.5057216299999997
2019-01-02,2.435467880000008,0.41030081999999946
2019-01-03,2.9035425500000303,0.5416378000000004
2019-01-04,2.5479826299999857,0.11502000999999998
2019-01-05,2.7106642699999957,0.35526044999999995
2019-01-06,3.2724635300000244,1.9372868799999998
2019-01-07,2.438804120000016,0.30856862999999995
2019-01-08,3.053602870000006,0.9437958699999995
2019-01-09,3.3692203899999726,1.4416936999999985
2019-01-10,3.429693960000001,2.584374329999999
2019-01-11,2.810072160000008,1.2626782500000004
2019-01-12,2.62542736000002,2.2079651699999996
2019-01-13,2.4619042200000023,1.159833
2019-01-14,2.9907440200000037,2.219637810000001
2019-01-15,3.4184282900000307,2.7064658299999995
2019-01-16,3.715987280000024,2.827546909999998
2019-01-17,2.998388339999977,0.14474144999999988
2019-01-18,3.668129910000006,0.7460511899999992
2019-01-19,2.927530599999999,0.8455137299999999
2019-01-20,3.9592757999999773,0.29056157999999976
2019-01-21,2.7915279499999803,0.9828459100000002
2019-01-22,2.8325976300000066,1.8980952999999994
2019-01-23,4.152442479999988,1.4461046700000009
2019-01-24,2.4462296600000046,1.5092246199999997
2019-01-25,3.6955748199999543,2.1581871099999996
2019-01-26,2.8638291199999957,1.9995763699999998
2019-01-27,3.438103589999977,0.3193090700000001
2019-01-28,2.77333915000002,0.24258769999999974
2019-01-29,3.1756265300000126,0.5699657999999997
2019-01-30,3.668004569999957,0.2871376400000001
2019-01-31,3.7065228299999835,0.2540550099999999
2019-02-01,2.2271712000000052,0.6780639900000004
2019-02-02,3.437000409999968,0.32597134000000016
2019-02-03,2.814517600000008,1.0711493099999994
2019-02-04,3.23323285,1.2185087399999996
2019-02-05,4.152877750000005,2.8891659199999986
2019-02-06,2.7397213399999973,3.1521755899999993
2019-02-07,2.7806553200000197,3.7504361
2019-02-08,3.486641970000018,3.863269020000004
2019-02-09,3.1409184799999927,1.0884594700000019
2019-02-10,3.4923918000000085,0.20141220999999973
2019-02-11,4.37197265999997,1.4731701899999998
2019-02-12,3.0797604200000057,0.2956712099999999
2019-02-13,2.3825577000000018,1.64967631
2019-02-14,2.9760919999999906,1.0148106600000004
2019-02-15,2.3810378699999957,0.6757318900000002
2019-02-16,3.3083296,1.0919743700000004
2019-02-17,3.1097175499999956,0.5794903200000001
2019-02-18,2.258172779999999,0.30852849
2019-02-19,3.4553114699999896,1.8133132999999986
2019-02-20,3.707686209999977,2.269866679999997
2019-02-21,3.0686021099999916,1.10449201
2019-02-22,3.1446854399999644,1.3092791200000002
2019-02-23,2.5806876500000104,0.53631208
2019-02-24,3.190838029999973,1.8743856799999998
2019-02-25,3.756258829999979,1.3014245099999997
2019-02-26,3.2213406799999866,0.7396690000000001
2019-02-27,1.9732372699999916,2.74361839
2019-02-28,3.1522819099999886,4.697751299999993
2019-03-01,2.033756199999998,0.3727570900000002
2019-03-02,2.6002125399999914,0.34089024999999895
2019-03-03,2.235282769999983,0.5199097200000008
2019-03-04,2.806550010000014,0.5315525500000003
2019-03-05,2.1733400699999974,1.3459426300000004
2019-03-06,3.6568653899999997,0.7416232899999996
2019-03-07,2.9698099900000057,0.9232512899999993
2019-03-08,3.0018144699999927,1.12138658
2019-03-09,2.2378435699999955,1.0521511899999991
2019-03-10,3.412514409999974,1.125653250000001
2019-03-11,2.7321012500000035,0.3812973299999998
2019-03-12,3.0567918799999574,0.8622171200000001
2019-03-13,2.9925399700000153,1.9355841800000004
2019-03-14,3.081853859999988,1.1125868100000007
2019-03-15,3.9321139499999815,2.9136378199999973
2019-03-16,1.960988859999989,3.7804067200000033
2019-03-17,2.014984479999995,0.7293548700000005
2019-03-18,2.418586720000004,1.61964334
2019-03-19,2.5566732399999985,0.8779010799999992
2019-03-20,1.8375125499999885,3.7950496800000115
2019-03-21,3.6075375499999756,5.117356829999998
2019-03-22,3.3245222200000044,3.64844162999999
2019-03-23,2.9371405399999886,4.886597639999999
2019-03-24,2.6337076200000036,3.7593634899999984
2019-03-25,2.553779140000003,1.8593961300000013
2019-03-26,2.9177362100000033,2.8377046200000007
2019-03-27,2.7496385200000173,3.1207344999999997
2019-03-28,3.187027349999965,0.6671583000000006
2019-03-29,3.206784729999984,1.893622449999999
2019-03-30,2.8256358199999836,2.709536609999998
2019-03-31,1.9181394899999846,5.454576949999993
2019-04-01,2.1244598399999886,5.58753015
2019-04-02,3.059670159999988,5.625690110000002
2019-04-03,2.9110285400000024,5.495722980000003
2019-04-04,2.0961323199999784,3.3378576900000008
2019-04-05,3.396995590000013,4.077572779999998
2019-04-06,1.964233330000011,1.3224878400000006
2019-04-07,2.219836399999988,2.0632894399999993
2019-04-08,2.592932680000004,2.6691843100000034
2019-04-09,3.2727698399999805,1.8988357400000013
2019-04-10,2.01427589,2.4138609899999994
2019-04-11,2.553204679999993,6.153270169999995
2019-04-12,1.6858193199999807,3.425524309999999
2019-04-13,2.7537699999999994,1.1941697599999999
2019-04-14,2.884432399999996,1.8048578499999999
2019-04-15,3.526677639999993,3.54428698
2019-04-16,1.7040371599999895,0.9802699400000005
2019-04-17,2.2630698299999916,3.9706579699999995
2019-04-18,2.0477329299999876,3.022297039999998
2019-04-19,2.707584169999975,1.4544418499999971
2019-04-20,2.6503647299999864,3.0110491299999995
2019-04-21,2.35153477999999,6.335143409999996
2019-04-22,2.957250059999983,6.226438059999993
2019-04-23,2.5680311200000165,6.246790739999999
2019-04-24,2.0245102900000016,5.5819352900000005
2019-04-25,1.4041573499999844,5.359434299999997
2019-04-26,2.1151730599999867,1.8526147899999987
2019-04-27,2.3792097600000077,4.311047339999999
2019-04-28,1.7725074300000028,2.8019579399999976
2019-04-29,1.8832490899999985,4.729447810000005
2019-04-30,2.8875420500000075,1.74663075
2019-05-01,1.373000800000004,4.925700209999989
2019-05-02,2.1998271599999892,1.8927506099999976
2019-05-03,1.8500268099999928,1.5647916999999985
2019-05-04,2.208682460000005,1.1960355599999999
2019-05-05,2.768631579999984,3.214970960000002
2019-05-06,2.489874399999997,3.047930190000001
2019-05-07,2.2756377899999882,1.9504477999999974
2019-05-08,2.088627049999988,3.8948135999999938
2019-05-09,1.8882709400000002,3.06100658
2019-05-10,1.5739068700000067,3.13943374
2019-05-11,2.501918389999988,3.3716863099999994
2019-05-12,2.441149729999996,5.9990655499999885
2019-05-13,2.7688525899999985,5.418735669999994
2019-05-14,1.91181944,6.167045700000004
2019-05-15,2.7053919900000096,2.668911639999998
2019-05-16,1.785201860000015,2.056906890000002
2019-05-17,2.775995169999994,2.2621783600000014
2019-05-18,1.904749070000011,5.791655829999999
2019-05-19,2.9554715799999762,4.352259689999996
2019-05-20,1.8105537400000233,3.2275227200000027
2019-05-21,2.099961770000002,3.735100169999996
2019-05-22,1.6767267999999904,5.204904789999997
2019-05-23,1.8044788899999908,4.224932560000003
2019-05-24,1.941010330000011,2.057488070000001
2019-05-25,2.395080889999997,5.356326040000024
2019-05-26,2.300572489999999,5.630185569999996
2019-05-27,2.2847121600000238,6.657778980000009
2019-05-28,2.1812035600000037,6.678993350000004
2019-05-29,1.8863871999999915,2.9763016599999976
2019-05-30,2.136584789999991,1.3047461400000009
2019-05-31,2.0772601800000094,5.045265679999994
2019-06-01,1.9184273700000056,5.910954789999998
2019-06-02,1.8879657800000187,1.7227232899999994
2019-06-03,1.7431031000000012,3.287488089999999
2019-06-04,2.2045336199999954,2.7769440899999993
2019-06-05,2.662614499999996,2.2248362299999997
2019-06-06,2.448870429999984,3.4198291199999984
2019-06-07,1.6540574500000085,2.763313879999999
2019-06-08,1.8522190299999963,6.20417365
2019-06-09,2.2062731699999953,5.629629559999997
2019-06-10,1.8062357199999945,3.26766771
2019-06-11,2.0372843600000015,3.5900113599999965
2019-06-12,2.737426100000005,2.3607141400000007
2019-06-13,2.11492339999999,4.206522240000001
2019-06-14,1.98633298000001,5.7184428099999955
2019-06-15,1.1077680500000087,4.5102805899999945
2019-06-16,2.2559037799999944,3.0781290399999977
2019-06-17,2.6507417900000085,2.8750095099999977
2019-06-18,1.8621885299999925,6.385776040000003
2019-06-19,2.3502744399999953,6.649049540000001
2019-06-20,1.5401235200000023,6.41221356999999
2019-06-21,2.3074735599999925,5.359985989999989
2019-06-22,2.1509682200000086,6.029763749999996
2019-06-23,2.284161469999987,6.550036170000001
2019-06-24,2.6703319199999975,6.366754100000003
2019-06-25,1.8033145500000085,2.5906443499999985
2019-06-26,2.1899821499999854,6.450341150000002
2019-06-27,1.8476894900000027,6.451082769999996
2019-06-28,2.3368705600000004,6.393901989999997
2019-06-29,2.51851827000001,4.148766769999998
2019-06-30,1.7022462199999975,2.931930410000001
2019-07-01,2.667855099999983,3.4192533700000047
2019-07-02,2.930134229999972,1.9575440199999996
2019-07-03,2.3103732499999943,4.17582832
2019-07-04,1.673940810000014,1.2363665700000006
2019-07-05,2.0448752399999965,2.625123589999999
2019-07-06,1.7192682199999973,2.963556510000002
2019-07-07,1.3369176300000065,4.7299855799999975
2019-07-08,2.4044507400000263,1.7919106700000018
2019-07-09,2.828257490000013,3.1981327500000036
2019-07-10,2.475534539999996,5.971046590000001
2019-07-11,2.2352201799999967,4.814619599999999
2019-07-12,1.6668424400000033,5.430067779999998
2019-07-13,2.5080856900000144,4.89634736
2019-07-14,2.1795712699999963,6.005760180000002
2019-07-15,1.5914110500000063,4.119597379999999
2019-07-16,2.741562219999984,3.6245794599999988
2019-07-17,2.117546629999993,3.508381909999999
2019-07-18,2.188183640000027,3.6234828099999987
2019-07-19,2.24917260999998,3.54988788
2019-07-20,2.0886952499999896,2.519744409999999
