date,PowerConsumed,Produced
2019-01-01,6.324446250000067,1.1574350500000012
2019-01-02,6.075044749999998,0.9390476000000002
2019-01-03,9.311591820000007,1.23963493
2019-01-04,5.71473240000001,0.2632440499999999
2019-01-05,6.197656840000049,0.8130781600000003
2019-01-06,6.185111860000036,4.43382924
2019-01-07,6.101925949999963,0.7062149400000002
2019-01-08,8.270213110000004,2.160046840000001
2019-01-09,6.878056530000012,3.299575390000001
2019-01-10,8.866479149999957,5.9148058100000025
2019-01-11,8.74046908999999,2.8898650399999997
2019-01-12,7.958503569999989,5.053325750000008
2019-01-13,6.410479080000021,2.6544855299999988
2019-01-14,5.740803459999994,5.080040079999998
2019-01-15,8.523504239999989,6.194233539999998
2019-01-16,4.7508720500000425,6.471349110000001
2019-01-17,8.49038349000001,0.33126632000000034
2019-01-18,5.7928156200000425,1.7074721300000002
2019-01-19,7.570303369999988,1.9351098800000002
2019-01-20,7.620522680000055,0.6650019899999997
2019-01-21,4.723997950000034,2.2494199800000003
2019-01-22,7.288854519999997,4.34413225
2019-01-23,6.444920859999983,3.309671039999999
2019-01-24,5.7326861200000145,3.4541329600000013
2019-01-25,9.182534160000037,4.939399230000001
2019-01-26,6.088099380000061,4.576389020000001
2019-01-27,6.667442760000049,0.7307963800000007
2019-01-28,6.314736220000032,0.5552052300000002
2019-01-29,8.462264039999937,1.3044693799999998
2019-01-30,5.443583079999991,0.6571672500000005
2019-01-31,7.153154380000106,0.5814506300000001
2019-02-01,5.964162339999956,1.5518726799999993
2019-02-02,6.543048840000086,0.7460442800000001
2019-02-03,4.466001570000019,2.4515182500000003
2019-02-04,11.848056529999855,2.7887775500000003
2019-02-05,5.586475519999991,6.612376130000007
2019-02-06,6.011734950000001,7.214319479999997
2019-02-07,8.070743860000054,8.583547040000004
2019-02-08,6.090155039999949,8.84178513
2019-02-09,5.9454634200000465,2.49113615
2019-02-10,7.91370196999999,0.46096772000000025
2019-02-11,9.339833030000094,3.3716150299999996
2019-02-12,6.091182970000059,0.67669663
2019-02-13,5.182853480000013,3.7755795899999987
2019-02-14,6.151177800000077,2.3225767800000017
2019-02-15,5.815089280000026,1.5465338999999994
2019-02-16,11.583065059999958,2.4991792899999994
2019-02-17,7.3877422099999475,1.3262680099999997
2019-02-18,5.507891690000077,0.7061233300000004
2019-02-19,5.057196189999973,4.1500942599999995
2019-02-20,6.975353159999944,5.194997739999996
2019-02-21,9.35639277000004,2.5278291000000013
2019-02-22,7.414596580000051,2.996521810000001
2019-02-23,4.935524600000003,1.2274478100000004
2019-02-24,6.838311670000013,4.289868339999999
2019-02-25,6.867890040000036,2.9785447000000005
2019-02-26,7.0260730599999945,1.6928664500000006
2019-02-27,5.317533000000006,6.279262560000004
2019-02-28,6.976479300000043,10.751648379999999
2019-03-01,7.927482100000013,0.85312241
2019-03-02,8.053205390000109,0.7801878400000005
